call_id,customer_id,start_time,end_time,origin,destination,call_duration,call_cost
502,87,2024-04-27 01:21:27,2022-04-11 00:13:00,891.586.2820x598,(488)818-5824,1666,439.66
503,234,2023-11-09 01:28:36,2022-02-23 19:30:30,+1-925-350-6102,001-395-676-5828x746,1497,41.73
504,58,2022-01-02 07:29:05,2023-02-05 03:17:47,2259860987,181-308-6564x24963,3566,308.66
505,913,2022-05-25 11:18:18,2022-08-15 22:28:39,(932)959-9806,0687129173,1623,424.14
506,208,2024-01-31 21:23:44,2022-01-06 13:45:51,(118)105-2679x58676,757-202-5700x41133,822,294
507,149,2021-12-07 16:20:09,2023-07-30 14:56:46,439-856-3957x7904,592-959-2835x4861,3019,42.69
508,79,2022-02-10 11:36:47,2024-08-06 23:35:58,001-186-478-8172x003,601.737.2047,1372,439.96
509,514,2023-07-27 21:55:59,2023-06-13 01:09:00,001-951-755-8106x7552,+1-383-492-7001x56049,2353,59.42
510,53,2022-10-20 01:53:09,2021-11-28 22:28:12,331-043-1988x3211,626.467.9030,292,301.02
511,446,2022-05-31 17:43:35,2023-10-26 08:26:05,(435)553-2111x536,753-190-4820,930,135.26
512,468,2021-10-19 22:30:56,2021-10-18 12:03:41,7880350566,(926)518-3413,1166,178.08
513,136,2023-07-06 15:22:29,2022-10-28 16:10:20,708.618.0177x2200,9889667250,994,393.31
514,16,2024-06-24 21:56:03,2023-08-07 04:01:00,+1-188-256-3657x107,(676)536-6958x891,3543,342.1
515,748,2022-10-20 14:23:22,2022-09-29 04:50:08,(023)114-2535x793,659-897-4367,2989,82.25
516,644,2022-10-25 07:34:32,2023-11-17 18:22:06,001-570-181-9708x809,(039)127-2885,1863,470.93
517,215,2021-10-19 10:04:25,2023-11-03 09:05:57,0043359985,001-488-357-6827x595,3066,286.32
518,398,2022-06-25 02:38:07,2022-01-01 01:49:32,924.283.7943,+1-927-755-9857x1765,1671,450.6
519,295,2024-05-19 12:12:25,2024-06-11 09:51:55,369.136.4272,049.000.4889,2683,182.15
520,287,2022-08-03 17:48:18,2024-02-10 04:24:54,+1-574-368-0144x8911,001-336-028-9555x7580,1281,87.28
521,475,2024-03-18 05:36:45,2022-07-18 01:28:34,001-538-116-3087,(342)528-3666,2788,20.07
522,326,2023-02-28 12:04:05,2021-11-02 17:28:25,763-264-3793x6825,769.793.1342,2369,260.74
523,916,2023-05-05 05:47:57,2022-08-18 01:36:18,436-986-6566x590,001-696-228-7015x8954,2800,16.98
524,898,2022-05-03 07:55:32,2024-02-26 20:00:13,001-979-242-7119x85061,4759108198,2277,461.4
525,512,2024-07-08 12:21:58,2024-08-29 21:18:31,+1-914-849-6792x33962,(314)365-0854,819,18.39
526,868,2023-11-06 00:06:43,2023-10-10 08:17:27,+1-946-444-1834x65327,(838)030-8633x9834,489,308.93
527,869,2022-12-20 19:07:36,2024-04-08 14:52:30,(024)893-0657,(975)973-5347,3254,151.81
528,435,2023-09-06 10:27:49,2021-11-30 08:08:10,3054436460,(549)320-6967x5976,2223,391.07
529,926,2021-10-22 03:14:42,2022-09-03 23:42:14,076.788.8052,+1-753-568-0897x238,1662,44.43
530,913,2024-05-06 02:06:41,2023-07-13 13:14:31,074.562.9650,205.198.3769x185,2013,163.59
531,730,2021-12-01 17:43:29,2023-10-02 01:31:16,001-543-611-5044x4964,+1-440-918-7223x5765,1201,311.16
532,231,2021-12-19 03:12:31,2023-08-27 09:58:12,3459824325,+1-760-570-4497x48591,3463,155.18
533,113,2023-05-10 15:37:56,2022-08-29 02:44:53,001-663-853-4644x3137,+1-657-213-1459,2348,25.55
534,821,2023-03-03 01:04:29,2021-11-26 22:47:22,4884111419,544.823.1687x1259,1192,462.58
535,753,2023-04-22 05:43:06,2023-06-18 14:04:42,516-636-1249x1442,(574)507-0414x2789,1685,115.97
536,546,2022-12-13 13:28:27,2023-08-17 04:03:13,759-959-7542x210,(781)843-8917x58152,2012,402.28
537,967,2022-01-28 13:26:28,2024-01-05 13:21:36,0644870976,969.811.8262x8093,1051,240.31
538,162,2022-05-02 00:10:24,2022-11-11 19:47:06,(402)692-6829x93435,(094)800-8094x402,3132,309.58
539,197,2023-05-10 10:40:00,2022-10-10 03:10:12,250-954-4177,653-330-4394x7297,2328,369.15
540,382,2023-04-15 16:02:58,2022-09-10 14:22:08,942.455.7496x126,+1-569-726-0348x5326,1930,406.98
541,849,2022-11-28 03:07:44,2023-05-13 15:03:52,001-253-754-1785,(054)620-8119x4398,996,32.2
542,990,2023-03-27 08:20:32,2023-11-15 14:45:31,439.608.7973x49539,(605)938-5487x235,769,145.66
543,332,2022-06-11 00:50:49,2022-05-11 17:10:15,966-646-6577,809-426-5199x15042,803,248.98
544,875,2021-12-12 21:46:25,2022-02-22 13:50:19,(556)923-4268,271-941-2389x803,2799,237.3
545,638,2023-03-29 03:55:36,2022-02-16 09:50:35,001-937-558-7320x1500,(797)781-0881x17184,1063,11.53
546,418,2024-10-03 06:42:13,2022-09-06 22:53:51,346.447.5543,001-401-867-6712x6129,1438,124.7
547,895,2022-06-09 08:37:56,2024-03-03 13:48:58,6431153849,309-619-2621x078,3310,381.05
548,179,2022-06-25 19:59:01,2022-11-02 07:49:28,680-137-2678x1605,106-664-5100x205,265,190.22
549,775,2022-09-22 07:26:28,2021-11-22 20:48:31,942.511.3910,724.937.8832,2545,203.87
550,606,2022-02-11 14:24:53,2024-03-28 11:24:46,+1-106-252-3616x056,664-540-3915x7295,1963,228.28
551,130,2024-02-15 09:09:10,2022-08-24 01:15:50,050-983-8514x94076,424-595-5896x1791,689,234.95
552,474,2022-07-20 06:59:43,2024-01-27 20:10:34,429.628.1864x4765,324-969-4605,792,388.11
553,812,2024-06-17 17:34:06,2023-01-22 06:04:51,001-816-155-1887,841-202-4347,187,328.01
554,392,2021-12-22 09:53:38,2023-12-11 07:03:37,+1-963-271-8830x636,504-179-3509x65271,1031,288.74
555,328,2022-02-16 04:16:53,2022-03-31 14:01:49,(097)657-2522,(507)627-7735x97596,1469,425.85
556,55,2022-07-20 16:54:55,2024-05-13 20:40:03,0687426886,243.468.5977x4511,367,476.66
557,990,2022-04-13 18:08:12,2022-07-26 00:37:06,631.835.7315x625,641.150.7491x44151,3195,17.2
558,954,2024-07-08 11:47:00,2024-02-12 15:08:25,+1-325-562-0446x77489,+1-812-162-6137x74683,2261,355.12
559,276,2022-06-16 13:15:52,2024-08-23 13:36:56,524-061-6203x49198,226.270.5740x3123,2155,211.55
560,751,2023-06-12 06:14:31,2021-11-02 13:45:46,001-162-189-5460x8578,001-562-743-2257x50274,1869,471.49
561,190,2022-10-29 15:27:29,2022-07-05 02:00:27,(090)498-4460x6476,491.262.3421,2879,318.33
562,249,2022-06-18 10:07:55,2024-07-01 14:16:12,(833)583-3786,628-714-5833,1201,110.66
563,762,2024-04-03 09:29:09,2023-12-04 08:32:23,102-925-6646x440,583-284-7187x93274,339,182.44
564,912,2023-05-16 02:09:55,2023-06-25 10:11:41,(130)203-8813x3191,(463)162-4855x9696,23,191.11
565,232,2023-08-20 04:47:44,2023-01-06 12:31:47,9113940533,(005)468-8891x1919,186,418.58
566,360,2021-12-13 17:22:45,2023-08-01 06:04:11,+1-097-555-4318x0426,001-505-998-5076,2467,259.22
567,821,2024-03-20 10:00:59,2023-12-11 19:35:44,8514652354,481-622-6509x101,2654,279.5
568,595,2023-01-17 19:12:29,2022-10-08 21:42:54,+1-775-192-8629x3944,517.676.3369x7459,3464,402.79
569,790,2023-03-14 14:14:51,2024-09-04 11:42:33,480-939-3457,120.512.5844,113,446.55
570,61,2024-04-17 06:30:23,2021-12-12 15:52:29,+1-596-168-7255x842,001-675-163-8106,2766,405.13
571,324,2021-10-10 00:40:56,2024-07-21 02:06:43,+1-881-171-2990x58689,+1-402-396-5163x4167,1020,366.68
572,338,2022-08-28 13:55:11,2022-12-23 17:36:34,001-468-237-2857x26425,(852)837-9579x4661,1775,237.97
573,985,2022-02-06 09:19:21,2024-05-11 09:20:37,317.794.6452,142.947.1252x05347,503,465.03
574,664,2023-11-30 09:34:40,2021-12-17 13:49:09,001-627-936-6769x25930,(243)306-8536,1928,293.09
575,863,2024-01-12 10:54:17,2023-08-29 04:51:06,897.690.5861x1968,(879)291-5509x9418,3600,54.54
576,487,2023-09-07 05:10:50,2023-07-01 04:45:18,001-045-800-3846x9828,+1-475-174-0673x9901,3581,148.1
577,123,2022-02-02 20:09:40,2022-03-05 02:46:14,439.025.5887x03047,+1-855-762-1955,2760,119.94
578,175,2021-10-14 01:01:05,2024-09-24 14:17:55,(453)505-7939x8817,+1-460-817-1346,1885,97.52
579,318,2021-10-12 20:48:47,2023-11-21 19:11:11,(842)522-4745,552.377.1622x429,3513,213.4
580,89,2022-08-25 12:00:48,2023-05-01 19:45:17,+1-988-891-4721,001-247-492-1949x918,2982,414.62
581,330,2022-08-28 19:10:54,2022-07-03 07:13:10,(526)606-3794x6830,+1-071-836-2353,3533,325.04
582,408,2022-08-16 12:24:08,2024-01-17 16:27:39,167-211-6685x332,263-196-2817x130,2590,89.76
583,86,2022-09-30 03:37:16,2021-11-07 17:40:15,3046456219,516.195.0265,1764,496.59
584,697,2022-09-01 02:25:42,2023-11-06 14:07:33,5468222231,+1-754-000-6862x549,2345,417.97
585,438,2023-08-06 21:59:51,2021-10-06 08:47:32,(317)258-5722,001-978-455-8406,1883,478.94
586,8,2024-05-19 14:43:09,2022-05-22 05:54:02,001-103-135-4544,+1-272-428-7686x9217,3594,234.94
587,846,2023-05-31 12:15:26,2024-04-23 01:00:51,+1-922-322-3924,3944272528,725,480.25
588,194,2024-01-22 12:03:16,2023-06-26 01:31:11,442-397-6120x885,500-196-3087x51352,678,469.91
589,667,2022-12-07 04:57:48,2023-10-03 12:42:54,(728)335-8428,+1-410-806-9608x41040,3329,150.18
590,784,2023-12-06 04:53:38,2022-01-03 07:47:10,001-091-495-4308,690-093-0447x686,256,240.64
591,632,2023-06-11 03:41:13,2023-04-18 12:14:42,1013303978,(171)151-3095,1893,179.12
592,452,2023-08-15 10:58:50,2024-08-28 07:30:27,437.855.9095,(935)949-5674,2390,121.85
593,513,2021-11-05 17:01:44,2022-09-18 13:42:59,426-997-7537x4781,001-097-530-2391x1748,844,403.99
594,417,2023-11-01 01:40:34,2023-11-20 17:37:19,+1-823-054-0316x5068,0347288128,947,358.92
595,166,2022-07-16 08:07:29,2024-09-19 01:14:59,(253)903-5661x899,+1-699-028-5481x99456,2895,268.56
596,671,2023-04-12 03:09:30,2023-08-24 05:59:01,550-614-2349,2725021006,1961,250.17
597,402,2022-01-17 14:52:38,2024-06-25 22:24:42,001-281-328-8851x17939,291-153-6800,1457,188.83
598,28,2023-08-02 11:05:45,2023-04-25 04:22:36,249-787-0061x3089,541-815-2438x531,3049,370.38
599,301,2023-07-17 20:51:22,2024-10-03 09:03:37,052.669.0183,001-981-935-0064x6262,1412,279.43
600,566,2024-03-12 20:17:38,2022-09-24 02:05:50,+1-213-813-9118x06769,(760)945-1101x576,2771,288.2
601,354,2022-01-01 06:03:15,2022-03-16 05:17:12,987-332-1900x187,7648581144,503,472.91
602,127,2023-08-16 14:31:43,2021-10-28 20:44:47,(765)902-3117,304-736-4099x158,2029,178.64
603,340,2022-06-27 21:12:10,2022-11-08 21:51:23,001-071-812-1734x415,001-405-618-1797x851,3506,350.35
604,297,2024-03-02 03:21:26,2023-07-23 11:10:07,+1-850-723-4515x28985,501.871.0750,2967,495.51
605,669,2023-05-07 09:15:55,2023-09-20 21:36:27,719-471-0855x0664,566-019-8199x4509,1148,453.54
606,201,2024-06-18 02:35:34,2023-09-13 07:14:19,001-063-775-2554x4921,001-855-771-1172x3547,661,61.08
607,933,2021-11-01 13:28:05,2022-06-04 06:26:53,911.091.5891x3233,3968934542,3083,480.1
608,994,2022-08-25 19:30:19,2023-09-17 21:59:37,843.923.9843,595.885.2553x534,765,385.76
609,107,2023-08-22 05:19:15,2024-08-05 10:38:51,106-259-7452x74639,467-411-9305x06939,3113,421.59
610,789,2023-01-13 05:00:44,2022-04-15 22:07:21,743.704.6623,(089)209-2260x126,369,363.46
611,346,2023-07-04 16:11:17,2023-03-28 17:20:22,0438073850,+1-845-417-6296x3940,554,57.88
612,325,2023-11-01 16:03:13,2024-08-15 01:31:23,1867988630,239-293-6823x38762,2024,268.89
613,139,2022-11-20 07:03:54,2021-12-08 05:17:54,170.388.9903,(866)349-3004x314,704,122.82
614,667,2021-11-06 23:44:48,2024-09-15 05:52:21,376-405-3527x8779,498-757-4636x108,2939,185.17
615,223,2023-06-29 09:22:46,2024-07-13 12:31:00,140-963-5627x7066,086-602-5675,2888,269.63
616,937,2022-05-05 15:00:57,2021-12-19 20:33:05,(619)775-9617,001-254-720-1053x939,3589,467.18
617,167,2022-07-30 00:34:41,2022-06-10 20:26:12,001-052-868-9701x56441,1463276768,359,472.17
618,594,2024-02-19 12:29:12,2021-11-17 21:58:10,+1-272-331-9059x22520,001-251-891-9980x02778,3379,18.93
619,778,2024-03-19 13:07:13,2022-03-01 15:11:21,640.813.5809x14097,802.050.8988x275,1856,49.19
620,500,2023-10-02 13:18:18,2022-08-08 15:28:45,013-249-8759,(766)775-8691x9135,2305,317.15
621,430,2024-03-23 12:48:36,2024-02-15 01:19:21,6700360544,+1-227-389-1776x675,1002,240.55
622,971,2024-08-17 10:58:40,2021-12-17 06:24:30,478-531-5790,(582)288-7677,3154,192.94
623,425,2023-04-16 20:51:19,2023-12-21 04:07:50,380-502-4155,(422)905-6258,2926,42.97
624,205,2021-11-04 06:13:34,2024-05-29 23:13:05,655-392-9028x863,001-876-112-3320,408,37.45
625,698,2024-06-25 04:00:28,2021-10-24 10:52:20,+1-435-992-3966x90711,+1-655-740-9945x78956,601,334.31
626,814,2022-06-09 23:01:49,2024-08-25 08:27:19,524-523-5126,(777)178-2449x2225,2636,269.71
627,333,2024-03-24 09:55:33,2021-10-17 21:34:28,788-613-5098,290-136-8746,2389,94.58
628,756,2023-08-03 11:59:40,2023-06-17 08:16:15,(868)182-5566,363-981-1637x52580,1611,50.69
629,222,2023-12-25 08:28:01,2024-03-11 19:15:21,312-404-9218x83406,6555018339,1472,477.39
630,15,2024-01-30 07:33:43,2024-05-28 06:31:00,+1-384-881-9640x47297,001-685-573-4750,1973,70.8
631,97,2022-11-25 13:53:10,2022-12-22 23:48:56,937.691.7814x2889,319.651.0612x955,1848,57.99
632,496,2023-08-28 02:41:20,2023-05-17 12:50:39,894-102-2876,714-341-9921x20679,2022,359.12
633,329,2022-04-28 18:12:18,2023-02-02 05:03:32,(791)566-4366x826,574.717.0916x869,1902,44.8
634,191,2024-04-17 10:13:55,2024-09-12 16:11:42,+1-040-931-1139x38359,2724347518,3490,328.01
635,534,2024-09-21 22:55:11,2022-10-04 07:25:27,(603)606-0263x549,+1-046-446-5413,512,323.96
636,910,2024-04-01 21:05:35,2024-04-24 15:17:50,001-975-911-8951,540-950-4844x7916,2528,10.62
637,305,2024-02-01 23:11:18,2023-12-09 18:40:33,(342)355-6584x579,133-779-1804x6520,3273,377.12
638,656,2022-07-15 12:39:23,2023-04-27 17:47:33,601-072-8678,(562)704-0192x33490,2983,262.39
639,462,2022-02-06 11:51:24,2024-09-27 15:13:31,+1-946-620-9335x6117,935-737-7746,1408,436.22
640,499,2022-08-03 14:23:12,2023-10-12 19:00:08,(057)400-9782,973-346-0283x079,1934,126.72
641,877,2024-04-09 01:43:30,2022-07-03 00:35:40,001-184-401-4761x7145,+1-343-282-9778x6521,974,39.18
642,579,2023-11-02 20:44:59,2023-02-17 20:55:09,001-308-709-3304x49474,+1-777-068-1281x8564,1287,345.73
643,659,2023-06-22 05:33:42,2022-04-15 05:33:18,+1-894-411-2669x11303,395-507-7207x297,2626,156.02
644,42,2021-12-28 18:03:32,2024-03-13 12:28:42,(134)599-8030,001-501-461-1333,2843,343.82
645,95,2023-04-04 05:14:33,2023-05-05 23:49:07,(563)343-1229x5252,(502)202-2975,707,120.79
646,255,2024-07-07 22:14:55,2022-05-03 10:15:20,744.494.3728x961,(235)986-2947,1301,240.68
647,336,2024-02-22 00:24:56,2022-01-07 20:47:17,001-553-069-6901x66397,263-737-5950x02515,368,220.05
648,993,2024-06-14 16:05:06,2023-10-07 03:19:57,(480)844-3373,(520)336-6481x1875,660,403.88
649,236,2023-02-04 00:00:27,2024-04-11 09:42:33,9232949877,357-983-9321x188,52,178.69
650,608,2021-11-05 17:14:24,2024-04-19 19:36:33,636.833.9285x17835,(880)490-2499x16533,865,233.17
651,305,2024-01-17 22:20:47,2023-05-30 13:45:56,349-522-6267,755-897-7475x623,3435,187.14
652,250,2023-01-19 21:02:54,2023-08-29 01:30:41,001-621-402-6095x611,(073)191-8703x206,2088,119.74
653,200,2022-02-23 01:21:23,2022-03-30 14:54:14,(535)263-0909x7966,975-194-0393,2691,141.82
654,687,2024-02-26 05:10:01,2022-08-17 00:29:44,224.942.0680x00444,509.236.5504,3131,30.67
655,512,2023-01-10 09:11:23,2022-07-01 12:14:04,+1-055-872-7620,+1-909-439-1164x2135,1848,340.53
656,912,2022-11-23 05:25:43,2023-11-12 21:43:10,895.807.4042,(136)668-0807,1341,347.39
657,22,2024-05-02 02:10:19,2023-05-20 22:40:42,001-681-973-4381x71242,(295)909-8976x8740,3595,39.51
658,526,2022-11-14 12:17:36,2024-02-24 04:04:57,001-944-036-6849x57982,390-067-7953,2251,338.23
659,842,2024-06-25 14:30:54,2022-07-18 07:02:44,4686280019,(237)027-5592x91059,2207,286.84
660,835,2024-04-18 06:02:42,2023-02-06 06:00:28,(419)632-6801,001-528-994-1522x86537,132,348.25
661,490,2022-03-03 23:59:14,2023-08-02 13:38:28,001-112-634-2865x281,(645)640-9927,2039,63.01
662,97,2022-02-02 19:01:46,2024-05-18 01:32:50,001-963-629-2659x891,001-411-424-2507x571,1415,388.75
663,51,2024-08-18 16:52:25,2023-06-18 04:21:24,950.066.1286,535.049.9233x836,107,261.88
664,281,2024-10-01 03:16:16,2024-09-11 17:11:47,001-307-151-5372,001-379-355-5156x90398,2620,193.39
665,735,2024-01-21 02:23:47,2023-01-09 06:39:45,(882)266-9009x0280,349.806.0729x1186,1975,230.75
666,527,2022-06-10 19:56:16,2024-01-16 10:27:52,650-664-2180x13734,690.838.2815x03674,2485,206.56
667,764,2023-02-04 12:48:17,2024-01-15 14:44:13,101-706-2458x65921,154-657-9425x3173,148,393.56
668,650,2021-12-10 14:00:05,2022-04-08 15:10:04,001-733-515-3509,2773309398,2042,433.95
669,209,2022-09-10 21:21:24,2023-04-05 18:46:05,4140982144,(753)457-2384,676,417.61
670,494,2022-10-29 21:17:36,2023-10-05 02:06:06,058-451-1667x3935,(818)924-1755x3022,1809,372.52
671,94,2022-12-13 22:57:19,2022-04-08 07:52:50,242.653.7446x732,222.505.1624x000,3001,202.32
672,424,2023-11-06 00:39:02,2023-01-22 06:17:15,001-918-280-5423,001-539-760-2613,810,185.74
673,1,2022-09-23 09:33:42,2024-09-05 08:38:31,476-877-4387x842,5911339605,1441,457.02
674,777,2023-11-08 04:21:34,2023-08-17 09:28:02,876.598.2398x01127,706.352.9032,610,304.34
675,981,2023-11-12 00:10:34,2023-03-12 14:06:33,(650)374-9701x49308,751-586-1944x535,2752,420.04
676,238,2024-08-17 19:18:28,2023-08-24 09:24:21,392-593-3309x0213,+1-118-374-5120x835,1869,173.95
677,163,2023-11-28 21:57:59,2023-09-09 12:12:15,(156)991-3969x34654,735.323.4303x20703,1240,384.89
678,763,2022-03-14 18:26:31,2023-08-04 04:19:38,189-468-7036,001-989-921-6066,2624,77.36
679,173,2024-01-23 18:48:25,2021-10-06 20:07:13,875-530-6579,1058764865,3323,201.9
680,129,2023-05-26 16:15:42,2022-06-05 14:52:44,(707)288-1923,001-206-357-9855x0747,21,444.72
681,741,2021-11-14 08:54:38,2023-08-24 11:27:43,001-616-532-2376x50866,(625)326-9543x5402,2224,264.15
682,405,2023-07-13 15:46:26,2022-02-15 19:39:01,(927)566-4940,503.915.6503,2712,308.08
683,438,2023-08-10 09:17:56,2021-12-03 09:34:43,288-042-4624x41297,(747)661-4079x96374,957,72.75
684,775,2023-02-10 01:09:25,2022-12-23 18:28:00,167-821-3365,365.684.1152x269,2716,325.88
685,438,2024-05-31 06:05:56,2023-12-18 18:25:22,001-148-264-9585x03325,3042466115,49,338.81
686,45,2023-06-16 16:35:03,2022-01-28 08:57:25,878.308.2619,715.999.9563x24958,3116,397.06
687,916,2023-04-03 19:44:51,2022-11-19 12:18:43,(616)889-9345x78784,+1-191-798-1984x07016,109,32.08
688,609,2024-06-26 09:01:05,2024-08-07 20:16:29,513.892.9029,(598)176-4685x46091,1211,81.78
689,7,2024-05-02 03:40:41,2022-04-20 12:57:16,001-762-420-5401x281,+1-003-507-5772,3265,244.27
690,644,2022-03-04 21:49:40,2022-05-26 19:41:59,+1-297-921-6007,8319872976,2873,238.76
691,112,2022-05-19 09:43:08,2024-05-04 15:08:36,694.891.4503x9742,(978)379-9124x30616,3431,95.48
692,938,2022-08-21 23:03:22,2023-03-26 19:35:59,205-873-1224x5212,129.961.4500,2554,357.65
693,924,2023-03-23 01:24:28,2022-01-26 06:04:06,574.051.2941x33113,001-703-342-1847x905,754,246.31
694,483,2023-03-08 01:06:24,2023-12-04 16:31:54,606-847-8698,358-928-1204,2620,126.14
695,447,2022-01-17 08:44:49,2022-05-10 05:49:26,993-696-9403x445,939-292-7100x99606,2423,330.31
696,948,2022-03-27 01:58:52,2023-03-31 21:32:36,+1-713-583-2465x301,+1-152-919-4623x15832,2168,309.53
697,309,2024-05-22 15:37:44,2022-08-10 17:27:45,+1-931-995-4585x1984,415-070-4025x796,3587,246.05
698,227,2023-09-06 18:29:40,2021-11-28 01:17:22,(220)736-9425,+1-414-139-4733x725,847,164.19
699,134,2023-12-07 19:53:33,2021-11-30 18:55:45,+1-118-679-8442x21381,+1-445-798-2082x2029,1463,160.68
700,829,2024-08-30 23:15:31,2023-11-21 07:13:11,389.537.4818x79144,694-537-3477,925,391.96
701,325,2023-05-04 22:48:55,2023-02-25 18:41:18,826.963.0938,611-603-6267x9300,3183,439.37
702,73,2023-12-18 20:21:16,2022-11-11 21:20:34,515-383-2771x84946,198.863.2485x273,1849,474.31
703,591,2024-08-31 10:15:04,2022-07-18 23:26:43,+1-735-260-0289x4056,+1-622-520-6815x1001,2277,61.67
704,31,2023-09-21 02:02:09,2023-07-20 23:49:17,(794)345-2327x3128,(530)197-5881x1598,1151,408.95
705,96,2024-03-07 13:33:19,2023-10-11 21:18:11,950-722-6159x91748,(195)182-3747x885,1434,32.06
706,187,2021-11-27 18:57:53,2023-06-09 15:25:55,322-661-1338,2416521163,323,100.17
707,307,2023-05-22 15:03:25,2022-05-11 03:36:32,022.924.7000x82103,(325)431-5409,2082,121.02
708,766,2022-08-20 03:38:17,2023-08-23 14:54:16,+1-848-209-9567x09742,(424)780-5146x11288,332,337.93
709,780,2023-12-16 14:38:05,2024-01-28 17:40:42,714-961-7318,594-094-5549x62204,1165,44.25
710,873,2023-07-17 10:20:02,2023-08-15 19:35:34,417-113-7846,459.708.5042,202,234.37
711,110,2022-05-14 21:31:01,2024-01-12 21:24:27,+1-219-848-1619x0653,+1-268-902-0459x97182,1557,297.73
712,296,2024-08-01 15:41:13,2023-03-04 12:33:46,861.653.0184,001-288-083-9911x887,2574,241.75
713,995,2022-12-24 03:47:36,2022-06-08 14:36:09,764-527-6045x0314,336-827-6211,1664,479.54
714,166,2023-05-24 04:58:28,2023-05-07 10:14:30,499.905.2437x31625,001-949-591-8750x84820,3259,242.91
715,975,2024-02-04 17:14:19,2022-01-13 22:03:24,744.729.6242x090,001-255-517-0078x624,3363,412.52
716,718,2021-12-19 02:20:40,2023-06-29 19:28:03,+1-147-799-1659x1928,(856)278-3672x2766,3465,332.55
717,119,2022-05-01 14:21:30,2022-12-04 16:12:01,326.330.5033x0687,001-021-823-1394x6847,2370,277.24
718,426,2023-09-16 19:08:35,2022-09-30 11:24:58,+1-652-818-0574x8152,836.392.1075x00437,1977,310.24
719,484,2023-06-27 19:46:16,2022-06-18 21:33:16,001-456-168-2673,7993170148,715,466.77
720,569,2023-04-21 05:36:03,2024-03-15 08:44:32,401-961-4180,772-589-1532,477,153.13
721,655,2022-03-10 05:15:05,2024-02-06 05:40:25,6483457075,001-530-888-7327x64852,1547,48.25
722,423,2023-04-23 22:45:04,2023-08-19 00:13:27,(986)997-1434x36989,472.035.7743,2399,194.37
723,736,2024-05-09 14:26:25,2022-03-11 00:12:12,001-093-269-0324x302,055.925.6529x50566,1488,145.3
724,266,2022-10-31 22:27:55,2024-06-06 23:19:19,+1-844-981-2092x35663,(525)843-1890x323,1478,130.04
725,844,2022-12-29 07:52:31,2021-11-02 10:30:21,(296)998-1026x799,001-475-055-9305,499,25.73
726,922,2023-02-12 11:42:19,2023-08-30 10:34:14,404.323.7624,+1-423-370-9862x838,2292,228.11
727,891,2022-01-30 10:00:21,2022-10-10 02:12:16,+1-898-866-6763,(203)650-9256x070,1200,13.01
728,985,2023-09-04 18:03:56,2024-01-12 05:01:46,+1-244-321-2669x059,(412)553-9231x6172,463,177.74
729,734,2021-12-25 13:54:56,2024-05-30 08:37:17,(344)338-6909x36886,+1-027-219-4937x899,1941,173.1
730,316,2021-11-18 02:24:26,2022-10-24 23:49:02,(558)278-3208x38723,141.012.9778,1227,167.57
731,12,2023-11-03 00:16:32,2023-12-01 23:24:21,001-500-156-3789x72554,001-868-144-6159,1665,20.55
732,942,2021-11-16 11:42:49,2024-04-04 08:18:32,213.006.8202,(276)380-0434,3279,374.69
733,620,2023-04-17 00:30:46,2022-06-09 08:36:01,(661)938-6208x97932,(274)038-5604x1040,911,344.44
734,25,2022-09-18 01:59:40,2022-02-07 04:01:34,858.634.0533x86986,643.880.0456,3394,255.52
735,293,2023-11-15 05:36:13,2023-06-05 10:59:38,+1-994-109-9274x1884,718.103.2669x7331,2086,19.92
736,832,2024-04-29 16:10:11,2024-05-14 06:18:43,041-131-8934x68329,001-956-601-9006x98686,740,138.77
737,325,2022-07-31 13:59:18,2022-01-20 04:14:51,611.405.6295,001-369-497-6237x678,438,347.88
738,374,2022-12-04 12:35:02,2022-04-19 00:57:52,018-774-7616x8378,(510)991-0702x132,1279,336.96
739,73,2024-05-23 00:30:05,2023-12-03 17:17:30,186.660.8722x0162,+1-056-062-7106x25300,1482,311.42
740,920,2021-11-02 22:34:52,2023-09-03 17:36:39,(496)378-2352x13328,001-547-337-4855x1153,3187,444.4
741,192,2024-08-13 04:20:26,2022-12-27 01:50:17,031-290-3070x4750,(099)888-2028,1370,372.27
742,546,2024-09-17 23:32:49,2023-10-04 00:39:56,(082)375-0274x6332,356.688.9699x9609,437,146.9
743,324,2023-03-11 16:50:37,2022-07-31 13:15:52,817.504.1295,(745)038-1287x83773,2853,182.81
744,238,2022-10-18 07:59:22,2021-11-29 11:32:56,5378938334,393-686-7823,1236,33.43
745,216,2023-11-03 23:57:00,2023-10-19 17:23:38,488-884-5435x852,001-836-681-6430x3948,1879,401.07
746,210,2023-05-21 14:59:17,2023-03-16 20:04:42,+1-292-636-3467x01884,(648)426-1384,1473,318.4
747,726,2021-10-10 06:01:27,2023-10-03 20:31:55,001-751-684-6288x1645,(409)184-8341,367,19
748,216,2022-10-20 01:57:15,2024-07-15 18:16:49,+1-179-982-9927x24263,702-516-2086x4132,1588,465.21
749,425,2022-01-16 04:20:01,2023-05-11 11:43:44,+1-057-007-7677x0162,(696)148-4930x676,728,486.67
750,783,2024-03-16 15:38:31,2023-12-27 01:25:56,318-558-1287x87238,+1-842-654-1129x523,415,207.98
751,68,2022-05-29 13:54:38,2024-05-08 15:12:11,428-836-2610x6185,392.551.2057,93,23.55
